Temp;Average_speed
13;0.000000000000057
13;0.00000000000008
13;0.0000000000000566
13;0.007397683
13;0.0000000000000316
13;0.0000000000000566
13;0.0000000000000431
13;0.0000000279
13;0.00000000000002
13;0.00000000000002
13;0.00000000000002
13;0.0000000000000143
13;0.0000000000000223
13;0.0000000000000283
13;0.0000000000000316
13;0.0000000000000292
13;0.0000000000000285
13;0.00000000000000791
13;0.00000000000004
13;0.0000000000000292
18;0.563152231
18;0.439406968
18;0.426743705
18;0.000000000000057
18;0.351671402
18;0.344276927
18;0.450365378
18;0.094445029
18;0.301937988
18;0.000000000000117
18;0.529626349
18;0.534892227
18;0.627536678
18;0.589137414
18;0.479167347
18;0.558276833
18;0.429811681
18;0.330642429
18;0.494240678
18;0.415133312
23;0.854099242
23;1.1158861
23;1.025496055
23;1.029220364
23;1.629286668
23;2.65705334
23;1.535222763
23;2.196211798
23;1.048571207
23;0.157774293
23;0.418388466
23;0.835665315
23;0.586180553
23;0.192771659
23;1.008967894
23;0.460514134
23;0.89548094
23;0.705272192
23;0.995747531
23;0.911910305
28;0.975580874
28;1.678140207
28;1.642687773
28;5.007672736
28;2.421060186
28;3.78300059
28;1.143488607
28;2.657727361
28;0.714368867
28;1.402506626
28;0.992930342
28;1.022309122
28;1.369391359
28;1.408232525
28;1.913977307
28;1.672036173
28;1.152820303
28;1.624708652
28;1.272935853
28;1.090489148
33;2.063951699
33;3.456805597
33;1.537297678
33;1.197722957
33;2.158406249
33;0.980837137
33;1.197658844
33;1.622701793
33;1.863801824
33;1.125580026
33;1.308897075
33;1.004566943
33;1.248907709
33;2.580595569
33;1.687166626
33;2.341110616
33;0.289708592
33;2.061831956
33;0.964726126
33;1.746312125
38;0.0000000000000583
38;0.79497841
38;0.369569382
38;1.059320036
38;0.390293652
38;0.649524502
38;0.2867659
38;1.308010061
38;0.91061854
38;0.829081424
38;0.420425674
38;0.845785934
38;0.883845093
38;1.207612232
38;0.653955371
38;0.999898499
38;0.857626478
38;1.140042805
38;0.77512763
38;0.72891284
